model,category,pair_slug,concat_variant,reference_variant,mean_cos,std_across_layers,n_layers,n_rows_total,pair_overall_mean
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__formal_register__informal_register,posneg,positive,0.9979012936734244,0.0013966736587129691,36,3600,0.9977839080945281
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__formulaic_structure__free_structure,negpos,negative,0.9978537443086601,0.0015451838433950744,36,3600,0.9977542874486197
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__formulaic_structure__free_structure,negpos,positive,0.9977295444530123,0.0015147929869175486,36,3600,0.9977542874486197
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__formulaic_structure__free_structure,posneg,negative,0.9976476988790609,0.0016209602390814912,36,3600,0.9977542874486197
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__formulaic_structure__free_structure,posneg,positive,0.9977861621537455,0.0013918280017296736,36,3600,0.9977542874486197
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__fully_specified__loosely_specified,negpos,negative,0.9979922593510282,0.0014403043007119034,36,3600,0.9978592865218006
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__fully_specified__loosely_specified,negpos,positive,0.9978725981050027,0.0013482640540664506,36,3600,0.9978592865218006
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__fully_specified__loosely_specified,posneg,negative,0.9977415701007453,0.0016619918406208028,36,3600,0.9978592865218006
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__fully_specified__loosely_specified,posneg,positive,0.9978307185304262,0.001393810910267351,36,3600,0.9978592865218006
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__generalized_description__instance_based_description,negpos,negative,0.9978298763231472,0.001593895176437653,36,3600,0.9977532742472017
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__generalized_description__instance_based_description,negpos,positive,0.9975587914687571,0.0017071525226651384,36,3600,0.9977532742472017
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__generalized_description__instance_based_description,posneg,negative,0.9978771076735593,0.001530782602025566,36,3600,0.9977532742472017
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__generalized_description__instance_based_description,posneg,positive,0.9977473215233432,0.001559434653448263,36,3600,0.9977532742472017
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__high_information_density__low_information_density,negpos,negative,0.9974573701967588,0.0019207979941245634,36,3600,0.9976425644686835
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__high_information_density__low_information_density,negpos,positive,0.9978226117371339,0.0015312809078907692,36,3600,0.9976425644686835
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__high_information_density__low_information_density,posneg,negative,0.9974163943013286,0.0019173204791645248,36,3600,0.9976425644686835
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__high_information_density__low_information_density,posneg,positive,0.9978738816395124,0.0014488919565874185,36,3600,0.9976425644686835
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__information_focused_wording__stylistic_wording,negpos,negative,0.9980955322439462,0.0012802679698047615,36,3600,0.9981611546648178
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__information_focused_wording__stylistic_wording,negpos,positive,0.9981995744350625,0.001256754864607772,36,3600,0.9981611546648178
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__information_focused_wording__stylistic_wording,posneg,negative,0.9981105072774726,0.001253983217804534,36,3600,0.9981611546648178
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__information_focused_wording__stylistic_wording,posneg,positive,0.9982390047027899,0.0012601399732255867,36,3600,0.9981611546648178
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__lean_prose__ornate_prose,negpos,negative,0.9978751244088335,0.001418798297281922,36,3600,0.9978221671402256
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__lean_prose__ornate_prose,negpos,positive,0.997866007240255,0.0014322326201623343,36,3600,0.9978221671402256
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__lean_prose__ornate_prose,posneg,negative,0.9976772298627272,0.001669340283285914,36,3600,0.9978221671402256
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__lean_prose__ornate_prose,posneg,positive,0.9978703070490869,0.001536196243327654,36,3600,0.9978221671402256
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__linear_explanation__digressive_explanation,negpos,negative,0.9979438912026006,0.00146742774517231,36,3600,0.9978459875554231
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__linear_explanation__digressive_explanation,negpos,positive,0.9976235862291555,0.0016173054429599396,36,3600,0.9978459875554231
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__linear_explanation__digressive_explanation,posneg,negative,0.9979122540008384,0.0014569247863184735,36,3600,0.9978459875554231
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__linear_explanation__digressive_explanation,posneg,positive,0.9979042187890977,0.0014827420060165536,36,3600,0.9978459875554231
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__list_style__discursive_style,negpos,negative,0.997700467962467,0.001608610433714285,36,3600,0.9978448522782386
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__list_style__discursive_style,negpos,positive,0.9976733270838023,0.0014425358262059689,36,3600,0.9978448522782386
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__list_style__discursive_style,posneg,negative,0.9982513436046302,0.0012015798694333176,36,3600,0.9978448522782386
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__list_style__discursive_style,posneg,positive,0.9977542704620548,0.0014662710149473878,36,3600,0.9978448522782386
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__literal_phrasing__figurative_phrasing,negpos,negative,0.9981133369858518,0.001351141251542142,36,3600,0.9979323896922752
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__literal_phrasing__figurative_phrasing,negpos,positive,0.9977836568730906,0.0015562279346420086,36,3600,0.9979323896922752
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__literal_phrasing__figurative_phrasing,posneg,negative,0.9979717528207234,0.0013739310695689044,36,3600,0.9979323896922752
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__literal_phrasing__figurative_phrasing,posneg,positive,0.997860812089435,0.0014734265652992123,36,3600,0.9979323896922752
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__minimal__extensive,negpos,negative,0.9978532773814592,0.001463456561214627,36,3600,0.997837680895342
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__minimal__extensive,negpos,positive,0.9977607894481216,0.0016413142133477375,36,3600,0.997837680895342
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__minimal__extensive,posneg,negative,0.9977305005435806,0.0016271611838976072,36,3600,0.997837680895342
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__minimal__extensive,posneg,positive,0.9980061562082064,0.0014822684056731018,36,3600,0.997837680895342
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__neutral_register__colloquial_register,negpos,negative,0.9981029812664168,0.0013343638493882276,36,3600,0.9981198628973125
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__neutral_register__colloquial_register,negpos,positive,0.998094713130472,0.0013859150898375945,36,3600,0.9981198628973125
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__neutral_register__colloquial_register,posneg,negative,0.9981474539402238,0.001308578144614507,36,3600,0.9981198628973125
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__neutral_register__colloquial_register,posneg,positive,0.998134303252137,0.0013847224285924496,36,3600,0.9981198628973125
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__outline_style__narrative_style,negpos,negative,0.997805736425283,0.0014911325939849461,36,3600,0.9978450492399696
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__outline_style__narrative_style,negpos,positive,0.9979170198297508,0.001267471552431755,36,3600,0.9978450492399696
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__outline_style__narrative_style,posneg,negative,0.9976380387216791,0.0015705717138770432,36,3600,0.9978450492399696
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__outline_style__narrative_style,posneg,positive,0.9980194019831655,0.0012468169730663614,36,3600,0.9978450492399696
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__plain_language__technical_language,negpos,negative,0.9979517092658495,0.0013169099555607156,36,3600,0.9978665525967325
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__plain_language__technical_language,negpos,positive,0.9978432904769744,0.0015750685715265605,36,3600,0.9978665525967325
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__plain_language__technical_language,posneg,negative,0.9978745552088737,0.0013964538110226882,36,3600,0.9978665525967325
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__plain_language__technical_language,posneg,positive,0.9977966554352327,0.0016912039615909727,36,3600,0.9978665525967325
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__precise_wording__approximate_wording,negpos,negative,0.9981236548633647,0.001337778240927345,36,3600,0.9979252379466443
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__precise_wording__approximate_wording,negpos,positive,0.9977109157427039,0.0015553023294187574,36,3600,0.9979252379466443
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__precise_wording__approximate_wording,posneg,negative,0.9980254778699389,0.0013891375014072173,36,3600,0.9979252379466443
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__precise_wording__approximate_wording,posneg,positive,0.99784090331057,0.0015103173362515426,36,3600,0.9979252379466443
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__professional_register__conversational_register,negpos,negative,0.9980103316207707,0.0014058389647867591,36,3600,0.9980606010227302
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__professional_register__conversational_register,negpos,positive,0.9980879565094782,0.0012855200286708412,36,3600,0.9980606010227302
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__professional_register__conversational_register,posneg,negative,0.9979682780747606,0.001408715387338081,36,3600,0.9980606010227302
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__professional_register__conversational_register,posneg,positive,0.9981758378859111,0.0012358353956568116,36,3600,0.9980606010227302
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__short_form__long_form,negpos,negative,0.9977741466069006,0.001526384443524096,36,3600,0.9974513990728571
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__short_form__long_form,negpos,positive,0.9972882484262731,0.0019188533919530435,36,3600,0.9974513990728571
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__short_form__long_form,posneg,negative,0.997426143341869,0.0018409162608492024,36,3600,0.9974513990728571
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__short_form__long_form,posneg,positive,0.9973170579163855,0.0018289979371656254,36,3600,0.9974513990728571
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__simple_wording__sophisticated_wording,negpos,negative,0.9979596976566785,0.0013421917439309222,36,3600,0.9977103867839582
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__simple_wording__sophisticated_wording,negpos,positive,0.9975863666121083,0.0017165525676587066,36,3600,0.9977103867839582
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__simple_wording__sophisticated_wording,posneg,negative,0.997743173650006,0.0015670181061926787,36,3600,0.9977103867839582
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__simple_wording__sophisticated_wording,posneg,positive,0.99755230921704,0.001830369613040078,36,3600,0.9977103867839582
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,negpos,negative,0.9977764249067034,0.0017124244713578704,36,3600,0.9978523598729669
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,negpos,positive,0.9979350385830552,0.0014296753528422932,36,3600,0.9978523598729669
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,posneg,negative,0.9977560982540431,0.0017713173861730739,36,3600,0.9978523598729669
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,posneg,positive,0.9979418777480661,0.0014396252904666101,36,3600,0.9978523598729669
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__step_by_step__holistic_description,negpos,negative,0.9978016287719697,0.0017170948561265641,36,3600,0.9980091232905832
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__step_by_step__holistic_description,negpos,positive,0.998111204204758,0.001079435484050157,36,3600,0.9980091232905832
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__step_by_step__holistic_description,posneg,negative,0.9979366965357307,0.001693801024320182,36,3600,0.9980091232905832
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__step_by_step__holistic_description,posneg,positive,0.9981869636498748,0.0010515038437612083,36,3600,0.9980091232905832
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__straightforward_style__rhetorical_style,negpos,negative,0.9980955050741179,0.0012915456341938767,36,3600,0.9980325590884778
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__straightforward_style__rhetorical_style,negpos,positive,0.9979993717687865,0.0014081905455118609,36,3600,0.9980325590884778
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__straightforward_style__rhetorical_style,posneg,negative,0.9981408586579007,0.0012959863988004706,36,3600,0.9980325590884778
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__straightforward_style__rhetorical_style,posneg,positive,0.9978945008531057,0.0015488833762737596,36,3600,0.9980325590884778
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__structured__free_flowing,negpos,negative,0.99821089490137,0.0011649705131781525,36,3600,0.9981066884048796
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__structured__free_flowing,negpos,positive,0.9980147057366341,0.0012949802234735943,36,3600,0.9981066884048796
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__structured__free_flowing,posneg,negative,0.998190817977764,0.0011689332186533335,36,3600,0.9981066884048796
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__structured__free_flowing,posneg,positive,0.9980103350037504,0.001297147050702486,36,3600,0.9981066884048796
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__succinct__detailed,negpos,negative,0.998109948167042,0.0012635996646704962,36,3600,0.9981321388892421
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__succinct__detailed,negpos,positive,0.9981866991102173,0.001371692887647196,36,3600,0.9981321388892421
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__succinct__detailed,posneg,negative,0.9981922490893201,0.0012006597755487537,36,3600,0.9981321388892421
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__succinct__detailed,posneg,positive,0.9980396591903893,0.001422473081485631,36,3600,0.9981321388892421
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__summary_style__full_exposition,negpos,negative,0.9982365544890427,0.001223956017284226,36,3600,0.9981115131023981
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__summary_style__full_exposition,negpos,positive,0.9981115970397073,0.001320693855913961,36,3600,0.9981115131023981
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__summary_style__full_exposition,posneg,negative,0.9981042235298321,0.0012495181015615723,36,3600,0.9981115131023981
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__summary_style__full_exposition,posneg,positive,0.9979936773510105,0.0013293012961229057,36,3600,0.9981115131023981
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__systematic_layout__impressionistic_layout,negpos,negative,0.9980253102896549,0.0013769326801762705,36,3600,0.9980601770137899
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__systematic_layout__impressionistic_layout,negpos,positive,0.9981138577855623,0.0012482441572592034,36,3600,0.9980601770137899
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__systematic_layout__impressionistic_layout,posneg,negative,0.9978905055220874,0.0014228302050079773,36,3600,0.9980601770137899
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__systematic_layout__impressionistic_layout,posneg,positive,0.998211034457855,0.001161353631870561,36,3600,0.9980601770137899
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__taxonomy_style__story_style,negpos,negative,0.997942769591499,0.001438866664612478,36,3600,0.9979694113131846
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__taxonomy_style__story_style,negpos,positive,0.9979058925942424,0.0013277600771914844,36,3600,0.9979694113131846
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__taxonomy_style__story_style,posneg,negative,0.9980288082180311,0.001393703059877974,36,3600,0.9979694113131846
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__taxonomy_style__story_style,posneg,positive,0.9980001748489659,0.0013246237463007261,36,3600,0.9979694113131846
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__technical_register__lay_register,negpos,negative,0.9977152077543059,0.0017518701410463783,36,3600,0.9977847342026771
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__technical_register__lay_register,negpos,positive,0.9977727294363726,0.0013888601767762748,36,3600,0.9977847342026771
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__technical_register__lay_register,posneg,negative,0.9975923809998152,0.001867743009747251,36,3600,0.9977847342026771
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__technical_register__lay_register,posneg,positive,0.9980586186202145,0.0012334364263532033,36,3600,0.9977847342026771
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__terminology_heavy__terminology_light,negpos,negative,0.9977094730735219,0.0017902846224361365,36,3600,0.9977958515900827
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__terminology_heavy__terminology_light,negpos,positive,0.9978741453418927,0.0012818469726740378,36,3600,0.9977958515900827
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__terminology_heavy__terminology_light,posneg,negative,0.9976432817708317,0.0018371858459099023,36,3600,0.9977958515900827
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__terminology_heavy__terminology_light,posneg,positive,0.9979565061740843,0.0012734893349820471,36,3600,0.9977958515900827
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__tight_structure__loose_structure,negpos,negative,0.9976522011968816,0.0017182051413322998,36,3600,0.9977383613856136
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__tight_structure__loose_structure,negpos,positive,0.9977857783260808,0.0015267050598042813,36,3600,0.9977383613856136
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__tight_structure__loose_structure,posneg,negative,0.997587237196067,0.0017826154417927684,36,3600,0.9977383613856136
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__tight_structure__loose_structure,posneg,positive,0.9979282288234249,0.001464317039902872,36,3600,0.9977383613856136
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__well_organized__loosely_organized,negpos,negative,0.9981641713954352,0.0012795969635783146,36,3600,0.9980539123325246
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__well_organized__loosely_organized,negpos,positive,0.9981218554130074,0.0012557205250328534,36,3600,0.9980539123325246
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__well_organized__loosely_organized,posneg,negative,0.9978882195256555,0.0014616272106705687,36,3600,0.9980539123325246
Qwen2.5-3B-Instruct,linguistic_style,linguistic_style__well_organized__loosely_organized,posneg,positive,0.9980414029960004,0.001332101492789305,36,3600,0.9980539123325246
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,negpos,negative,0.9981911338736368,0.0012731246277575359,36,3600,0.998238130145535
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,negpos,positive,0.9982570730441521,0.0011790563807709872,36,3600,0.998238130145535
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,negative,0.9982072616148131,0.0012891976915863615,36,3600,0.998238130145535
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,positive,0.9982970520495381,0.0011978221965664951,36,3600,0.998238130145535
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,negative,0.9982313124865237,0.0012352983117551617,36,3600,0.9982331258861619
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,positive,0.9982536474905912,0.001238442019557793,36,3600,0.9982331258861619
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,negative,0.9981796164114427,0.0012512734946608576,36,3600,0.9982331258861619
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,positive,0.99826792715609,0.0012339517551495397,36,3600,0.9982331258861619
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,negative,0.9981360282632998,0.001324963546014096,36,3600,0.9981894207042499
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,positive,0.9982906688016074,0.0012076912404805542,36,3600,0.9981894207042499
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,negative,0.9980767669510734,0.0013660976708456838,36,3600,0.9981894207042499
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,positive,0.9982542188010187,0.0012383289958912591,36,3600,0.9981894207042499
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,negative,0.9982350967736675,0.001242464809549503,36,3600,0.9982433997702198
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,positive,0.998257846630054,0.0011965668911533228,36,3600,0.9982433997702198
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,negative,0.9982124430789044,0.0012641482555863642,36,3600,0.9982433997702198
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,positive,0.9982682125982534,0.0012110849501364165,36,3600,0.9982433997702198
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__competition_perspective__cooperation_perspective,negpos,negative,0.9981778568930242,0.0012484029027957312,36,3600,0.9982158361237896
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__competition_perspective__cooperation_perspective,negpos,positive,0.9982578288179,0.0012099413391099855,36,3600,0.9982158361237896
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__competition_perspective__cooperation_perspective,posneg,negative,0.9981591021244248,0.001266183772719407,36,3600,0.9982158361237896
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__competition_perspective__cooperation_perspective,posneg,positive,0.9982685566598095,0.0012184644939911549,36,3600,0.9982158361237896
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__constraint_perspective__capability_perspective,negpos,negative,0.9981655070929989,0.0012864038188300472,36,3600,0.9981934563519397
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__constraint_perspective__capability_perspective,negpos,positive,0.9981842197155006,0.001222722434863373,36,3600,0.9981934563519397
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__constraint_perspective__capability_perspective,posneg,negative,0.9981821496222505,0.0012803870578487146,36,3600,0.9981934563519397
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__constraint_perspective__capability_perspective,posneg,positive,0.9982419489770086,0.0012091661030144934,36,3600,0.9981934563519397
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_benefit_perspective__duty_based_perspective,negpos,negative,0.9981985772451155,0.0012891443105853518,36,3600,0.9982159588005901
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_benefit_perspective__duty_based_perspective,negpos,positive,0.9982891582191056,0.001175337359771177,36,3600,0.9982159588005901
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_benefit_perspective__duty_based_perspective,posneg,negative,0.9981234438946545,0.001334016601581416,36,3600,0.9982159588005901
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_benefit_perspective__duty_based_perspective,posneg,positive,0.9982526558434848,0.001199568915503299,36,3600,0.9982159588005901
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_effectiveness_perspective__moral_value_perspective,negpos,negative,0.9981919362823106,0.0012890627295417715,36,3600,0.998235234501249
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_effectiveness_perspective__moral_value_perspective,negpos,positive,0.9983030293808013,0.0012051412160577434,36,3600,0.998235234501249
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_effectiveness_perspective__moral_value_perspective,posneg,negative,0.9981449621213299,0.0013003053222994513,36,3600,0.998235234501249
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_effectiveness_perspective__moral_value_perspective,posneg,positive,0.9983010102205542,0.0012004601442541065,36,3600,0.998235234501249
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,negpos,negative,0.9980306897036415,0.0014758407985193977,36,3600,0.9981327269062767
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,negpos,positive,0.9981761522469151,0.001241285817293734,36,3600,0.9981327269062767
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,posneg,negative,0.9980704227611774,0.0014831068675757834,36,3600,0.9981327269062767
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,posneg,positive,0.9982536429133728,0.0012303792442087322,36,3600,0.9981327269062767
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,negpos,negative,0.9981308279849167,0.0013044601756424978,36,3600,0.9981955507333168
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,negpos,positive,0.9982518487297466,0.0012435604862039657,36,3600,0.9981955507333168
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,posneg,negative,0.9981148779870261,0.001286124830261927,36,3600,0.9981955507333168
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,posneg,positive,0.9982846482315776,0.0012009686717612818,36,3600,0.9981955507333168
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,negpos,negative,0.9982302647780157,0.0012372934704480494,36,3600,0.9982672656641267
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,negpos,positive,0.9983162019136559,0.0011792439697234092,36,3600,0.9982672656641267
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,posneg,negative,0.9982023409935749,0.0012547366509026454,36,3600,0.9982672656641267
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,posneg,positive,0.9983202549712605,0.0011884367761655053,36,3600,0.9982672656641267
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,negpos,negative,0.9981310023374633,0.0012981902657041044,36,3600,0.9981864679003098
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,negpos,positive,0.9982309016781274,0.0012380458807712768,36,3600,0.9981864679003098
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,posneg,negative,0.9981207937194798,0.001304202476277164,36,3600,0.9981864679003098
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,posneg,positive,0.9982631738661686,0.001230359069807382,36,3600,0.9981864679003098
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,negpos,negative,0.9981964536577483,0.0012790319075183497,36,3600,0.9982240308075563
Qwen2.5-3B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,negpos,positive,0.9982525173989742,0.0012033457862683798,36,3600,0.9982240308075563
